NACA 4412
     0.996593    0.027142
     0.995417    0.027463
     0.993281    0.028046
     0.990530    0.028794
     0.987293    0.029669
     0.983645    0.030652
     0.979635    0.031726
     0.975303    0.032878
     0.970679    0.034101
     0.965787    0.035385
     0.960649    0.036725
     0.955281    0.038113
     0.949699    0.039545
     0.943918    0.041015
     0.937950    0.042520
     0.931805    0.044055
     0.925494    0.045617
     0.919026    0.047203
     0.912410    0.048808
     0.905653    0.050431
     0.898764    0.052069
     0.891748    0.053718
     0.884614    0.055378
     0.877366    0.057044
     0.870011    0.058716
     0.862553    0.060390
     0.855000    0.062066
     0.847355    0.063742
     0.839623    0.065415
     0.831809    0.067084
     0.823918    0.068747
     0.815953    0.070403
     0.807918    0.072051
     0.799819    0.073689
     0.791657    0.075316
     0.783438    0.076931
     0.775164    0.078532
     0.766840    0.080118
     0.758467    0.081689
     0.750051    0.083243
     0.741593    0.084779
     0.733097    0.086296
     0.724566    0.087794
     0.716003    0.089271
     0.707410    0.090726
     0.698790    0.092160
     0.690147    0.093570
     0.681482    0.094957
     0.672798    0.096319
     0.664098    0.097656
     0.655385    0.098968
     0.646660    0.100253
     0.637926    0.101510
     0.629185    0.102741
     0.620440    0.103942
     0.611692    0.105115
     0.602945    0.106259
     0.594200    0.107373
     0.585459    0.108456
     0.576724    0.109509
     0.567998    0.110531
     0.559282    0.111520
     0.550579    0.112478
     0.541889    0.113403
     0.533216    0.114295
     0.524561    0.115154
     0.515926    0.115980
     0.507313    0.116771
     0.498724    0.117528
     0.490159    0.118251
     0.481622    0.118939
     0.473114    0.119592
     0.464636    0.120209
     0.456190    0.120791
     0.447779    0.121337
     0.439403    0.121847
     0.431064    0.122322
     0.422763    0.122760
     0.414503    0.123161
     0.406285    0.123526
     0.398111    0.123855
     0.389981    0.124141
     0.381898    0.124372
     0.373863    0.124548
     0.365877    0.124671
     0.357942    0.124739
     0.350059    0.124754
     0.342231    0.124715
     0.334457    0.124624
     0.326740    0.124480
     0.319081    0.124285
     0.311481    0.124038
     0.303942    0.123740
     0.296465    0.123393
     0.289051    0.122995
     0.281702    0.122549
     0.274420    0.122055
     0.267204    0.121512
     0.260057    0.120923
     0.252980    0.120288
     0.245974    0.119607
     0.239040    0.118882
     0.232180    0.118112
     0.225395    0.117300
     0.218686    0.116445
     0.212054    0.115550
     0.205501    0.114613
     0.199027    0.113638
     0.192634    0.112623
     0.186324    0.111571
     0.180096    0.110483
     0.173953    0.109359
     0.167895    0.108200
     0.161924    0.107008
     0.156041    0.105783
     0.150246    0.104527
     0.144542    0.103240
     0.138928    0.101924
     0.133407    0.100580
     0.127979    0.099209
     0.122646    0.097812
     0.117408    0.096390
     0.112266    0.094944
     0.107222    0.093476
     0.102277    0.091986
     0.097431    0.090476
     0.092686    0.088947
     0.088043    0.087400
     0.083502    0.085837
     0.079066    0.084258
     0.073517    0.082177
     0.069885    0.080547
     0.066367    0.078683
     0.062978    0.076593
     0.060782    0.075072
     0.057116    0.072426
     0.053556    0.069796
     0.050103    0.067183
     0.046758    0.064589
     0.043521    0.062015
     0.040393    0.059463
     0.037374    0.056933
     0.034466    0.054427
     0.031668    0.051946
     0.028982    0.049492
     0.026409    0.047066
     0.023948    0.044668
     0.021600    0.042302
     0.019367    0.039966
     0.017248    0.037663
     0.015245    0.035394
     0.013358    0.033160
     0.011588    0.030962
     0.009934    0.028801
     0.008399    0.026678
     0.006983    0.024595
     0.005686    0.022551
     0.004509    0.020548
     0.003453    0.018588
     0.002518    0.016670
     0.001705    0.014795
     0.001015    0.012965
     0.000448    0.011180
     0.000006    0.009441
    -0.000312    0.007748
    -0.000504    0.006102
    -0.000569    0.004504
    -0.000508    0.002954
    -0.000318    0.001453
     0.000000    0.000000
     0.000444   -0.001390
     0.001009   -0.002706
     0.001695   -0.003947
     0.002502   -0.005115
     0.003428   -0.006209
     0.004473   -0.007230
     0.005635   -0.008178
     0.006915   -0.009055
     0.008311   -0.009859
     0.009823   -0.010593
     0.011449   -0.011256
     0.013190   -0.011849
     0.015043   -0.012372
     0.017010   -0.012826
     0.019088   -0.013211
     0.021277   -0.013528
     0.023576   -0.013778
     0.025984   -0.013960
     0.028501   -0.014077
     0.031125   -0.014127
     0.033857   -0.014111
     0.036695   -0.014031
     0.039638   -0.013887
     0.042685   -0.013679
     0.045837   -0.013409
     0.049091   -0.013076
     0.052447   -0.012681
     0.055905   -0.012225
     0.059463   -0.011708
     0.063121   -0.011132
     0.066877   -0.010497
     0.070732   -0.009804
     0.074683   -0.009053
     0.078732   -0.008245
     0.082875   -0.007380
     0.087114   -0.006461
     0.091446   -0.005487
     0.095871   -0.004459
     0.098544   -0.003823
     0.099879   -0.003501
     0.102327   -0.003534
     0.107222   -0.003579
     0.112266   -0.003601
     0.117408   -0.003598
     0.122646   -0.003571
     0.127979   -0.003522
     0.133407   -0.003449
     0.138928   -0.003356
     0.144542   -0.003241
     0.150246   -0.003106
     0.156041   -0.002952
     0.161924   -0.002779
     0.167895   -0.002588
     0.173953   -0.002379
     0.180096   -0.002155
     0.186324   -0.001914
     0.192634   -0.001659
     0.199027   -0.001390
     0.205501   -0.001108
     0.212054   -0.000813
     0.218686   -0.000507
     0.225395   -0.000190
     0.232180    0.000136
     0.239040    0.000471
     0.245974    0.000814
     0.252980    0.001164
     0.260057    0.001520
     0.267204    0.001881
     0.274420    0.002246
     0.281702    0.002615
     0.289051    0.002986
     0.296465    0.003358
     0.303942    0.003731
     0.311481    0.004104
     0.319081    0.004475
     0.326740    0.004844
     0.334457    0.005210
     0.342231    0.005571
     0.350059    0.005928
     0.357942    0.006278
     0.365877    0.006621
     0.373863    0.006957
     0.381898    0.007284
     0.389981    0.007601
     0.398111    0.007908
     0.406285    0.008217
     0.414503    0.008531
     0.422763    0.008852
     0.431064    0.009178
     0.439403    0.009509
     0.447779    0.009844
     0.456190    0.010184
     0.464636    0.010526
     0.473114    0.010871
     0.481622    0.011218
     0.490159    0.011567
     0.498724    0.011918
     0.507313    0.012269
     0.515926    0.012620
     0.524561    0.012970
     0.533216    0.013321
     0.541889    0.013669
     0.550579    0.014017
     0.559282    0.014362
     0.567998    0.014704
     0.576724    0.015044
     0.585459    0.015381
     0.594200    0.015713
     0.602945    0.016042
     0.611692    0.016367
     0.620440    0.016686
     0.629185    0.017001
     0.637926    0.017311
     0.646660    0.017615
     0.655385    0.017913
     0.664098    0.018205
     0.672798    0.018491
     0.681482    0.018771
     0.690147    0.019044
     0.698790    0.019310
     0.707410    0.019569
     0.716003    0.019821
     0.724566    0.020067
     0.733097    0.020304
     0.741593    0.020535
     0.750051    0.020758
     0.758467    0.020974
     0.766840    0.021183
     0.775164    0.021384
     0.783438    0.021577
     0.791657    0.021764
     0.799819    0.021943
     0.807918    0.022115
     0.815953    0.022280
     0.823918    0.022438
     0.831809    0.022588
     0.839623    0.022732
     0.847355    0.022870
     0.855000    0.023000
     0.862553    0.023125
     0.870011    0.023243
     0.877366    0.023355
     0.884614    0.023461
     0.891748    0.023561
     0.898764    0.023656
     0.905653    0.023745
     0.912410    0.023829
     0.919026    0.023909
     0.925494    0.023983
     0.931805    0.024053
     0.937950    0.024118
     0.943918    0.024179
     0.949699    0.024235
     0.955281    0.024288
     0.960649    0.024337
     0.965787    0.024382
     0.970679    0.024424
     0.975303    0.024462
     0.979635    0.024496
     0.983645    0.024527
     0.987293    0.024555
     0.990530    0.024579
     0.993281    0.024599
     0.995417    0.024614
     0.996593    0.024622
